,Date,City,CO,NO2,SO2,O3,PM2.5,PM10,AQI
0,2023-01-01 00:00:00+00:00,Dubai,392.0,48.05,25.1,54.0,21.7,38.5,60.35
1,2023-01-01 01:00:00+00:00,Dubai,369.0,42.35,21.2,60.0,21.9,39.9,60.003334
2,2023-01-01 02:00:00+00:00,Dubai,337.0,34.35,15.7,70.0,22.5,41.0,58.383354
3,2023-01-01 03:00:00+00:00,Dubai,315.0,29.05,10.05,78.0,23.4,42.1,56.950005
4,2023-01-01 04:00:00+00:00,Dubai,342.0,35.35,9.1,77.0,25.4,45.1,55.38334
5,2023-01-01 05:00:00+00:00,Dubai,389.0,46.6,9.75,72.0,29.4,50.5,53.683342
6,2023-01-01 06:00:00+00:00,Dubai,418.0,55.0,10.4,69.0,29.4,50.8,51.65
7,2023-01-01 07:00:00+00:00,Dubai,379.0,48.45,9.7,75.0,22.8,41.3,49.333336
8,2023-01-01 08:00:00+00:00,Dubai,309.0,35.9,8.7,85.0,21.2,39.1,46.11667
9,2023-01-01 09:00:00+00:00,Dubai,238.0,23.75,7.85,94.0,21.7,39.9,43.61666
10,2023-01-01 10:00:00+00:00,Dubai,226.0,23.55,8.0,95.0,22.9,41.7,42.449997
11,2023-01-01 11:00:00+00:00,Dubai,233.0,27.4,8.6,92.0,22.2,40.6,42.533333
12,2023-01-01 12:00:00+00:00,Dubai,245.0,33.15,8.3,91.0,21.8,40.9,42.85
13,2023-01-01 13:00:00+00:00,Dubai,265.0,41.35,8.35,81.0,21.0,39.8,43.86666
14,2023-01-01 14:00:00+00:00,Dubai,294.0,52.9,8.45,67.0,21.6,40.6,44.88333
15,2023-01-01 15:00:00+00:00,Dubai,337.0,63.6,8.9,54.0,22.1,41.3,45.716667
16,2023-01-01 16:00:00+00:00,Dubai,373.0,63.5,9.65,53.0,22.5,41.8,46.649994
17,2023-01-01 17:00:00+00:00,Dubai,412.0,59.3,10.65,56.0,23.0,42.5,47.63333
18,2023-01-01 18:00:00+00:00,Dubai,449.0,52.85,12.05,61.0,23.7,43.4,48.666664
19,2023-01-01 19:00:00+00:00,Dubai,456.0,48.35,12.85,65.0,24.4,44.2,49.733337
20,2023-01-01 20:00:00+00:00,Dubai,451.0,43.45,13.55,69.0,25.1,45.4,50.80001
21,2023-01-01 21:00:00+00:00,Dubai,443.0,39.75,15.1,72.0,26.0,46.7,51.86667
22,2023-01-01 22:00:00+00:00,Dubai,437.0,39.9,17.05,71.0,26.8,47.6,52.933327
23,2023-01-01 23:00:00+00:00,Dubai,430.0,42.0,19.45,67.0,27.9,48.9,53.98333
24,2023-01-02 00:00:00+00:00,Dubai,454.0,49.3,26.65,52.0,31.4,54.7,55.066673
25,2023-01-02 01:00:00+00:00,Dubai,469.0,59.95,25.25,38.0,33.8,57.2,56.683342
26,2023-01-02 02:00:00+00:00,Dubai,492.0,75.05,23.35,19.0,37.4,59.8,58.666664
27,2023-01-02 03:00:00+00:00,Dubai,546.0,92.2,23.2,1.0,43.4,66.8,60.230003
28,2023-01-02 04:00:00+00:00,Dubai,635.0,100.05,27.15,0.0,46.1,71.5,60.896667
29,2023-01-02 05:00:00+00:00,Dubai,749.0,105.4,33.15,2.0,47.6,74.7,61.586666
30,2023-01-02 06:00:00+00:00,Dubai,820.0,106.15,38.95,12.0,44.1,71.7,62.193333
31,2023-01-02 07:00:00+00:00,Dubai,742.0,97.85,39.2,24.0,32.9,57.7,62.68333
32,2023-01-02 08:00:00+00:00,Dubai,597.0,84.4,37.45,39.0,30.6,53.4,63.019997
33,2023-01-02 09:00:00+00:00,Dubai,440.0,72.0,35.15,53.0,30.4,52.0,63.33333
34,2023-01-02 10:00:00+00:00,Dubai,407.0,72.65,34.5,56.0,29.7,50.5,63.62333
35,2023-01-02 11:00:00+00:00,Dubai,409.0,78.1,34.1,54.0,29.1,49.8,63.85
36,2023-01-02 12:00:00+00:00,Dubai,504.0,95.45,36.75,45.0,31.1,53.7,64.08
37,2023-01-02 13:00:00+00:00,Dubai,504.0,103.35,35.0,35.0,28.6,49.8,64.39
38,2023-01-02 14:00:00+00:00,Dubai,505.0,114.45,32.5,21.0,28.0,48.3,64.64333
39,2023-01-02 15:00:00+00:00,Dubai,515.0,123.95,29.45,6.0,26.7,46.6,64.85666
40,2023-01-02 16:00:00+00:00,Dubai,546.0,122.4,28.05,2.0,28.3,50.5,65.01
41,2023-01-02 17:00:00+00:00,Dubai,587.0,116.4,26.95,1.0,27.2,51.6,65.20333
42,2023-01-02 18:00:00+00:00,Dubai,602.0,107.25,25.45,1.0,24.5,49.5,65.34333
43,2023-01-02 19:00:00+00:00,Dubai,549.0,101.55,23.85,0.0,22.3,46.3,65.369995
44,2023-01-02 20:00:00+00:00,Dubai,463.0,95.5,22.1,0.0,21.5,43.9,65.299995
45,2023-01-02 21:00:00+00:00,Dubai,364.0,86.45,20.5,1.0,21.5,42.7,65.17999
46,2023-01-02 22:00:00+00:00,Dubai,323.0,77.35,20.25,7.0,22.2,43.0,65.03
47,2023-01-02 23:00:00+00:00,Dubai,295.0,67.15,20.6,15.0,23.5,44.7,64.87666
48,2023-01-03 00:00:00+00:00,Dubai,427.0,79.35,25.0,0.0,29.6,49.4,64.73
49,2023-01-03 01:00:00+00:00,Dubai,446.0,81.2,26.2,0.0,31.2,51.3,64.67
50,2023-01-03 02:00:00+00:00,Dubai,474.0,83.8,27.85,1.0,31.4,52.4,64.583336
51,2023-01-03 03:00:00+00:00,Dubai,493.0,84.6,28.5,4.0,31.1,53.2,64.38333
52,2023-01-03 04:00:00+00:00,Dubai,484.0,81.6,26.55,10.0,29.2,53.9,63.97333
53,2023-01-03 05:00:00+00:00,Dubai,462.0,76.55,23.35,18.0,28.8,55.3,63.41
54,2023-01-03 06:00:00+00:00,Dubai,419.0,68.5,19.55,30.0,25.6,50.6,62.783333
55,2023-01-03 07:00:00+00:00,Dubai,371.0,61.0,18.0,40.0,24.7,50.3,62.166668
56,2023-01-03 08:00:00+00:00,Dubai,311.0,52.45,16.95,51.0,22.7,48.3,61.893333
57,2023-01-03 09:00:00+00:00,Dubai,251.0,43.95,16.0,62.0,22.2,48.4,61.63
58,2023-01-03 10:00:00+00:00,Dubai,230.0,40.25,15.45,68.0,22.3,49.7,61.356667
59,2023-01-03 11:00:00+00:00,Dubai,224.0,38.45,15.1,73.0,21.7,50.2,61.11
60,2023-01-03 12:00:00+00:00,Dubai,318.0,59.4,23.3,55.0,23.1,48.7,60.86334
61,2023-01-03 13:00:00+00:00,Dubai,364.0,71.35,23.8,42.0,21.9,46.8,60.596664
62,2023-01-03 14:00:00+00:00,Dubai,429.0,88.25,24.45,24.0,23.9,48.8,60.373337
63,2023-01-03 15:00:00+00:00,Dubai,498.0,104.65,24.7,5.0,29.3,55.4,60.236668
64,2023-01-03 16:00:00+00:00,Dubai,524.0,106.2,23.95,0.0,29.5,57.0,60.323334
65,2023-01-03 17:00:00+00:00,Dubai,537.0,102.5,22.65,0.0,24.8,53.3,60.363335
66,2023-01-03 18:00:00+00:00,Dubai,520.0,95.8,20.8,1.0,20.7,47.0,60.283333
67,2023-01-03 19:00:00+00:00,Dubai,464.0,92.1,19.35,1.0,18.8,41.7,60.156666
68,2023-01-03 20:00:00+00:00,Dubai,382.0,87.85,17.8,2.0,18.3,38.9,60.04
69,2023-01-03 21:00:00+00:00,Dubai,289.0,79.25,16.15,7.0,18.5,37.7,59.666664
70,2023-01-03 22:00:00+00:00,Dubai,253.0,67.35,15.35,17.0,18.7,36.9,59.166664
71,2023-01-03 23:00:00+00:00,Dubai,231.0,52.7,14.8,31.0,18.9,36.8,58.583336
72,2023-01-04 00:00:00+00:00,Dubai,240.0,50.55,15.2,31.0,20.0,36.9,57.816673
73,2023-01-04 01:00:00+00:00,Dubai,254.0,52.45,15.5,29.0,19.8,38.2,56.216667
74,2023-01-04 02:00:00+00:00,Dubai,275.0,55.25,15.95,25.0,19.8,39.8,54.700005
75,2023-01-04 03:00:00+00:00,Dubai,312.0,60.15,16.65,21.0,20.9,43.2,53.65
76,2023-01-04 04:00:00+00:00,Dubai,361.0,67.15,17.55,17.0,22.8,48.1,52.816673
77,2023-01-04 05:00:00+00:00,Dubai,421.0,75.55,18.55,12.0,24.8,53.1,52.333336
78,2023-01-04 06:00:00+00:00,Dubai,452.0,77.8,18.55,15.0,25.8,56.8,52.15
79,2023-01-04 07:00:00+00:00,Dubai,394.0,63.85,16.25,34.0,22.5,54.7,52.66668
80,2023-01-04 08:00:00+00:00,Dubai,293.0,41.9,12.75,61.0,20.5,59.5,53.033333
81,2023-01-04 09:00:00+00:00,Dubai,197.0,23.1,9.6,85.0,21.4,68.9,53.966667
82,2023-01-04 10:00:00+00:00,Dubai,201.0,27.5,10.05,83.0,21.5,74.5,55.674995
83,2023-01-04 11:00:00+00:00,Dubai,239.0,40.9,11.9,72.0,22.1,77.8,57.74167
84,2023-01-04 12:00:00+00:00,Dubai,297.0,64.8,15.45,50.0,28.7,75.7,60.008335
85,2023-01-04 13:00:00+00:00,Dubai,310.0,70.55,15.3,39.0,21.5,68.0,60.458332
86,2023-01-04 14:00:00+00:00,Dubai,329.0,78.55,15.1,24.0,19.6,62.2,60.81167
87,2023-01-04 15:00:00+00:00,Dubai,340.0,84.7,14.45,10.0,17.5,57.5,61.035
88,2023-01-04 16:00:00+00:00,Dubai,327.0,82.25,13.4,9.0,16.6,55.2,61.07
89,2023-01-04 17:00:00+00:00,Dubai,303.0,76.0,12.05,13.0,16.9,58.7,61.039997
90,2023-01-04 18:00:00+00:00,Dubai,267.0,65.9,10.6,22.0,17.4,64.7,61.129997
91,2023-01-04 19:00:00+00:00,Dubai,239.0,57.6,10.1,30.0,17.5,68.9,61.425
92,2023-01-04 20:00:00+00:00,Dubai,210.0,48.25,9.85,40.0,17.5,72.2,61.878334
93,2023-01-04 21:00:00+00:00,Dubai,179.0,36.8,9.7,51.0,17.4,73.8,62.433334
94,2023-01-04 22:00:00+00:00,Dubai,166.0,28.55,9.5,58.0,17.2,73.8,63.034996
95,2023-01-04 23:00:00+00:00,Dubai,160.0,20.85,9.4,63.0,17.3,72.9,63.649998
96,2023-01-05 00:00:00+00:00,Dubai,170.0,19.15,10.4,61.0,16.6,63.1,64.25166
97,2023-01-05 01:00:00+00:00,Dubai,189.0,28.25,11.25,50.0,16.6,60.3,64.68833
98,2023-01-05 02:00:00+00:00,Dubai,217.0,41.1,12.5,34.0,16.5,56.5,65.05667
99,2023-01-05 03:00:00+00:00,Dubai,264.0,54.85,14.1,17.0,17.2,54.7,65.335
100,2023-01-05 04:00:00+00:00,Dubai,318.0,59.4,15.45,12.0,19.2,54.6,65.52667
101,2023-01-05 05:00:00+00:00,Dubai,382.0,61.15,16.8,11.0,20.7,53.4,65.635
102,2023-01-05 06:00:00+00:00,Dubai,422.0,59.05,17.3,16.0,19.8,49.4,65.64
103,2023-01-05 07:00:00+00:00,Dubai,379.0,51.5,15.6,28.0,19.6,49.5,65.51667
104,2023-01-05 08:00:00+00:00,Dubai,299.0,40.4,12.75,46.0,19.7,49.4,65.43
105,2023-01-05 09:00:00+00:00,Dubai,218.0,31.65,10.0,62.0,19.0,48.0,65.26167
106,2023-01-05 10:00:00+00:00,Dubai,206.0,35.0,9.5,61.0,18.8,46.4,64.91334
107,2023-01-05 11:00:00+00:00,Dubai,217.0,43.4,9.85,53.0,19.6,45.6,64.445
108,2023-01-05 12:00:00+00:00,Dubai,284.0,55.1,12.7,38.0,21.4,46.1,63.908333
109,2023-01-05 13:00:00+00:00,Dubai,350.0,62.85,15.75,29.0,18.8,43.7,63.414997
110,2023-01-05 14:00:00+00:00,Dubai,444.0,73.85,20.15,16.0,19.1,43.2,63.009995
111,2023-01-05 15:00:00+00:00,Dubai,554.0,84.9,24.6,3.0,22.2,46.6,62.69333
112,2023-01-05 16:00:00+00:00,Dubai,604.0,86.45,25.35,1.0,23.1,48.1,62.511665
113,2023-01-05 17:00:00+00:00,Dubai,641.0,84.8,24.85,3.0,23.3,47.8,62.393333
114,2023-01-05 18:00:00+00:00,Dubai,668.0,82.55,24.5,5.0,22.2,46.3,62.211666
115,2023-01-05 19:00:00+00:00,Dubai,668.0,82.45,25.55,5.0,23.0,48.5,61.905003
116,2023-01-05 20:00:00+00:00,Dubai,653.0,82.6,27.0,5.0,25.0,51.2,61.565
117,2023-01-05 21:00:00+00:00,Dubai,630.0,83.4,28.4,5.0,28.3,54.6,61.215
118,2023-01-05 22:00:00+00:00,Dubai,617.0,84.9,28.5,4.0,31.0,56.8,60.895
119,2023-01-05 23:00:00+00:00,Dubai,602.0,86.9,28.1,3.0,31.5,56.5,60.611668
120,2023-01-06 00:00:00+00:00,Dubai,647.0,89.35,29.6,1.0,32.9,57.0,60.33833
121,2023-01-06 01:00:00+00:00,Dubai,616.0,87.65,28.15,1.0,32.4,55.6,60.236664
122,2023-01-06 02:00:00+00:00,Dubai,572.0,85.25,26.15,0.0,31.7,54.6,60.15833
123,2023-01-06 03:00:00+00:00,Dubai,547.0,82.65,24.55,0.0,32.2,55.2,60.126667
124,2023-01-06 04:00:00+00:00,Dubai,593.0,82.4,25.65,0.0,34.5,58.0,60.135
125,2023-01-06 05:00:00+00:00,Dubai,671.0,82.8,27.85,1.0,35.5,61.0,60.191666
126,2023-01-06 06:00:00+00:00,Dubai,716.0,81.3,29.0,5.0,35.5,62.2,60.318333
127,2023-01-06 07:00:00+00:00,Dubai,644.0,76.0,26.6,14.0,28.5,54.4,60.676666
128,2023-01-06 08:00:00+00:00,Dubai,520.0,68.75,22.6,26.0,24.7,48.4,60.973335
129,2023-01-06 09:00:00+00:00,Dubai,394.0,62.95,18.6,37.0,23.3,45.4,61.140003
130,2023-01-06 10:00:00+00:00,Dubai,383.0,65.15,18.4,37.0,22.5,43.9,61.283333
131,2023-01-06 11:00:00+00:00,Dubai,408.0,70.7,19.4,32.0,22.5,44.6,61.406666
132,2023-01-06 12:00:00+00:00,Dubai,422.0,66.05,19.9,31.0,18.7,40.5,61.503334
133,2023-01-06 13:00:00+00:00,Dubai,391.0,67.95,17.95,27.0,16.8,36.6,61.413338
134,2023-01-06 14:00:00+00:00,Dubai,348.0,70.6,15.2,22.0,14.3,31.4,61.34667
135,2023-01-06 15:00:00+00:00,Dubai,303.0,72.7,12.35,17.0,12.6,27.2,61.18667
136,2023-01-06 16:00:00+00:00,Dubai,297.0,72.35,11.75,16.0,12.0,24.7,60.866665
137,2023-01-06 17:00:00+00:00,Dubai,303.0,70.9,11.9,17.0,11.9,23.0,60.496666
138,2023-01-06 18:00:00+00:00,Dubai,306.0,67.2,12.3,20.0,11.9,21.8,60.11667
139,2023-01-06 19:00:00+00:00,Dubai,295.0,62.7,12.55,25.0,12.1,21.0,58.86667
140,2023-01-06 20:00:00+00:00,Dubai,279.0,56.95,12.95,31.0,12.3,20.6,57.049995
141,2023-01-06 21:00:00+00:00,Dubai,257.0,49.05,13.15,40.0,12.3,20.3,54.933342
142,2023-01-06 22:00:00+00:00,Dubai,241.0,42.75,12.85,47.0,12.3,20.2,52.266663
143,2023-01-06 23:00:00+00:00,Dubai,224.0,36.2,12.3,55.0,12.4,20.4,49.149994
144,2023-01-07 00:00:00+00:00,Dubai,158.0,19.2,6.0,76.0,10.6,21.9,45.966667
145,2023-01-07 01:00:00+00:00,Dubai,161.0,20.8,5.7,74.0,11.4,24.7,42.249992
146,2023-01-07 02:00:00+00:00,Dubai,166.0,23.2,5.35,72.0,11.8,26.3,39.374996
147,2023-01-07 03:00:00+00:00,Dubai,176.0,27.4,5.3,68.0,12.5,28.1,37.716663
148,2023-01-07 04:00:00+00:00,Dubai,190.0,32.35,6.0,63.0,13.5,30.3,36.074993
149,2023-01-07 05:00:00+00:00,Dubai,208.0,38.25,7.15,57.0,14.4,31.3,34.324997
150,2023-01-07 06:00:00+00:00,Dubai,225.0,43.05,8.55,52.0,14.3,30.6,32.56666
151,2023-01-07 07:00:00+00:00,Dubai,227.0,41.4,9.4,53.0,15.5,31.8,30.799995
152,2023-01-07 08:00:00+00:00,Dubai,224.0,37.1,10.2,58.0,17.6,34.5,29.791664
153,2023-01-07 09:00:00+00:00,Dubai,221.0,33.7,10.7,61.0,19.0,36.3,29.212496
154,2023-01-07 10:00:00+00:00,Dubai,223.0,35.15,10.2,60.0,19.4,36.6,28.83333
155,2023-01-07 11:00:00+00:00,Dubai,226.0,38.6,9.25,57.0,18.2,34.3,28.529163
156,2023-01-07 12:00:00+00:00,Dubai,218.0,39.55,6.25,56.0,14.9,25.7,28.150002
157,2023-01-07 13:00:00+00:00,Dubai,235.0,49.4,6.95,46.0,12.6,21.5,27.833332
158,2023-01-07 14:00:00+00:00,Dubai,260.0,63.3,7.95,31.0,12.5,21.7,29.32
159,2023-01-07 15:00:00+00:00,Dubai,303.0,76.65,9.55,17.0,12.8,21.7,34.66
160,2023-01-07 16:00:00+00:00,Dubai,347.0,76.95,10.8,16.0,13.6,22.1,34.78
161,2023-01-07 17:00:00+00:00,Dubai,399.0,72.6,12.15,20.0,14.9,23.2,33.04
162,2023-01-07 18:00:00+00:00,Dubai,462.0,68.25,14.5,23.0,16.1,24.6,31.300001
163,2023-01-07 19:00:00+00:00,Dubai,502.0,70.05,17.1,20.0,17.8,27.0,32.02
164,2023-01-07 20:00:00+00:00,Dubai,537.0,73.65,20.2,15.0,19.5,29.3,33.460003
165,2023-01-07 21:00:00+00:00,Dubai,567.0,76.65,23.7,10.0,20.6,30.9,34.66
166,2023-01-07 22:00:00+00:00,Dubai,569.0,75.9,25.55,10.0,21.1,31.7,34.36
167,2023-01-07 23:00:00+00:00,Dubai,558.0,73.65,26.95,12.0,21.8,32.8,33.460003
168,2023-01-08 00:00:00+00:00,Dubai,561.0,83.05,36.7,6.0,23.8,36.8,37.22
169,2023-01-08 01:00:00+00:00,Dubai,549.0,76.45,34.0,12.0,23.0,37.3,34.579998
170,2023-01-08 02:00:00+00:00,Dubai,531.0,67.15,30.2,20.0,23.9,39.7,33.43333
171,2023-01-08 03:00:00+00:00,Dubai,512.0,59.75,25.8,29.0,25.8,43.3,34.441666
172,2023-01-08 04:00:00+00:00,Dubai,512.0,64.1,24.3,32.0,27.1,46.2,35.55
173,2023-01-08 05:00:00+00:00,Dubai,517.0,73.1,23.55,33.0,28.2,48.7,36.68333
174,2023-01-08 06:00:00+00:00,Dubai,500.0,78.9,21.9,37.0,27.1,47.6,37.833332
175,2023-01-08 07:00:00+00:00,Dubai,448.0,71.75,19.3,45.0,22.6,41.8,38.899998
176,2023-01-08 08:00:00+00:00,Dubai,377.0,59.1,16.15,55.0,19.6,37.5,39.49167
177,2023-01-08 09:00:00+00:00,Dubai,293.0,44.05,12.3,67.0,18.1,34.7,39.658337
178,2023-01-08 10:00:00+00:00,Dubai,253.0,37.15,10.05,73.0,16.1,31.0,39.583336
179,2023-01-08 11:00:00+00:00,Dubai,224.0,32.0,8.1,77.0,13.0,25.6,39.30834
180,2023-01-08 12:00:00+00:00,Dubai,207.0,32.65,6.9,74.0,11.6,23.5,38.875004
181,2023-01-08 13:00:00+00:00,Dubai,218.0,37.6,6.75,68.0,10.7,22.4,38.600006
182,2023-01-08 14:00:00+00:00,Dubai,233.0,44.55,6.6,60.0,11.6,24.4,38.44167
183,2023-01-08 15:00:00+00:00,Dubai,254.0,50.5,6.6,52.0,13.1,27.6,38.366673
184,2023-01-08 16:00:00+00:00,Dubai,271.0,49.45,6.95,53.0,14.6,31.3,38.391674
185,2023-01-08 17:00:00+00:00,Dubai,290.0,45.6,7.5,56.0,15.9,34.8,38.475006
186,2023-01-08 18:00:00+00:00,Dubai,305.0,39.95,8.3,62.0,16.9,37.8,38.55834
187,2023-01-08 19:00:00+00:00,Dubai,302.0,36.55,8.95,65.0,17.9,40.4,38.625004
188,2023-01-08 20:00:00+00:00,Dubai,292.0,33.0,9.7,69.0,18.9,42.6,38.633335
189,2023-01-08 21:00:00+00:00,Dubai,278.0,28.55,10.55,73.0,19.7,44.5,38.583336
190,2023-01-08 22:00:00+00:00,Dubai,268.0,25.1,11.0,76.0,20.7,46.2,38.508335
191,2023-01-08 23:00:00+00:00,Dubai,258.0,21.7,11.4,79.0,21.5,47.6,38.475006
192,2023-01-09 00:00:00+00:00,Dubai,219.0,19.75,10.1,81.0,19.4,43.3,38.45001
193,2023-01-09 01:00:00+00:00,Dubai,234.0,20.55,10.85,79.0,20.0,44.0,38.08334
194,2023-01-09 02:00:00+00:00,Dubai,255.0,21.9,11.95,76.0,21.0,45.3,37.833336
195,2023-01-09 03:00:00+00:00,Dubai,288.0,27.6,13.5,71.0,22.4,46.8,38.00416
196,2023-01-09 04:00:00+00:00,Dubai,321.0,38.3,14.7,65.0,24.4,49.0,38.149998
197,2023-01-09 05:00:00+00:00,Dubai,358.0,52.45,16.0,58.0,27.7,53.7,38.266663
198,2023-01-09 06:00:00+00:00,Dubai,383.0,66.1,17.0,50.0,26.4,52.7,38.475
199,2023-01-09 07:00:00+00:00,Dubai,365.0,68.0,16.8,46.0,22.6,47.7,38.687496
200,2023-01-09 08:00:00+00:00,Dubai,328.0,65.55,16.05,42.0,21.7,46.1,38.93333
201,2023-01-09 09:00:00+00:00,Dubai,281.0,59.85,14.8,42.0,21.2,44.9,39.291668
202,2023-01-09 10:00:00+00:00,Dubai,256.0,52.45,13.65,49.0,19.9,42.4,39.716667
203,2023-01-09 11:00:00+00:00,Dubai,235.0,43.0,12.3,60.0,18.3,39.3,40.38334
204,2023-01-09 12:00:00+00:00,Dubai,262.0,45.9,13.0,60.0,20.7,45.3,41.525
205,2023-01-09 13:00:00+00:00,Dubai,288.0,57.55,13.4,47.0,19.3,42.4,43.341667
206,2023-01-09 14:00:00+00:00,Dubai,327.0,74.05,14.05,29.0,19.7,41.6,45.00834
207,2023-01-09 15:00:00+00:00,Dubai,386.0,91.6,15.85,10.0,20.1,41.4,46.441673
208,2023-01-09 16:00:00+00:00,Dubai,436.0,96.25,18.2,5.0,21.0,41.9,47.591667
209,2023-01-09 17:00:00+00:00,Dubai,492.0,96.95,21.25,5.0,22.2,43.4,48.475
210,2023-01-09 18:00:00+00:00,Dubai,563.0,96.75,26.1,5.0,24.0,46.0,49.191673
211,2023-01-09 19:00:00+00:00,Dubai,617.0,97.4,31.15,4.0,27.5,51.3,49.875
212,2023-01-09 20:00:00+00:00,Dubai,669.0,97.65,36.95,3.0,31.7,57.2,50.783348
213,2023-01-09 21:00:00+00:00,Dubai,708.0,97.25,41.7,2.0,36.6,63.8,52.0
214,2023-01-09 22:00:00+00:00,Dubai,697.0,96.65,41.1,1.0,41.6,70.5,53.608345
215,2023-01-09 23:00:00+00:00,Dubai,662.0,95.7,38.15,1.0,44.9,74.7,55.63334
216,2023-01-10 00:00:00+00:00,Dubai,543.0,93.65,27.95,0.0,43.2,71.0,59.05001
217,2023-01-10 01:00:00+00:00,Dubai,491.0,88.15,24.95,0.0,39.0,64.0,60.603333
218,2023-01-10 02:00:00+00:00,Dubai,418.0,80.25,20.65,0.0,34.1,56.6,61.236668
219,2023-01-10 03:00:00+00:00,Dubai,354.0,70.5,16.3,0.0,30.4,52.3,61.673336
220,2023-01-10 04:00:00+00:00,Dubai,370.0,66.1,15.85,1.0,25.5,49.4,61.940002
221,2023-01-10 05:00:00+00:00,Dubai,417.0,62.75,16.65,3.0,24.3,50.3,61.976665
222,2023-01-10 06:00:00+00:00,Dubai,447.0,55.85,16.7,12.0,22.9,51.1,61.86333
223,2023-01-10 07:00:00+00:00,Dubai,402.0,44.85,14.3,31.0,21.1,46.4,61.74667
224,2023-01-10 08:00:00+00:00,Dubai,326.0,31.3,10.8,56.0,19.0,39.5,61.696667
225,2023-01-10 09:00:00+00:00,Dubai,253.0,20.75,7.45,79.0,17.9,33.3,61.606667
226,2023-01-10 10:00:00+00:00,Dubai,256.0,25.1,7.4,79.0,18.1,32.2,61.496666
227,2023-01-10 11:00:00+00:00,Dubai,286.0,35.85,8.5,70.0,17.6,31.2,61.43667
228,2023-01-10 12:00:00+00:00,Dubai,310.0,50.5,9.25,52.0,25.7,44.2,61.41333
229,2023-01-10 13:00:00+00:00,Dubai,289.0,48.45,8.4,51.0,25.3,47.4,61.58
230,2023-01-10 14:00:00+00:00,Dubai,259.0,45.5,7.2,49.0,23.7,47.1,61.78
231,2023-01-10 15:00:00+00:00,Dubai,227.0,41.5,6.05,48.0,21.1,43.1,61.913334
232,2023-01-10 16:00:00+00:00,Dubai,221.0,39.05,6.05,48.0,19.8,42.1,61.946663
233,2023-01-10 17:00:00+00:00,Dubai,222.0,36.7,6.4,50.0,20.3,45.5,61.906666
234,2023-01-10 18:00:00+00:00,Dubai,219.0,32.85,6.7,53.0,21.0,49.7,61.84333
235,2023-01-10 19:00:00+00:00,Dubai,203.0,28.9,6.35,58.0,20.8,49.9,61.743332
236,2023-01-10 20:00:00+00:00,Dubai,181.0,24.35,5.75,64.0,19.1,46.0,61.52
237,2023-01-10 21:00:00+00:00,Dubai,157.0,18.65,5.0,72.0,17.3,40.9,61.1
238,2023-01-10 22:00:00+00:00,Dubai,147.0,14.3,4.55,78.0,16.6,36.8,60.456665
239,2023-01-10 23:00:00+00:00,Dubai,141.0,10.0,4.15,84.0,16.9,34.7,58.11666
240,2023-01-11 00:00:00+00:00,Dubai,141.0,6.6,3.9,89.0,17.5,33.9,53.450005
241,2023-01-11 01:00:00+00:00,Dubai,149.0,10.55,3.95,84.0,17.8,33.9,49.166664
242,2023-01-11 02:00:00+00:00,Dubai,160.0,16.2,4.05,78.0,17.4,32.8,46.458336
243,2023-01-11 03:00:00+00:00,Dubai,174.0,21.7,4.2,72.0,16.9,31.5,44.475006
244,2023-01-11 04:00:00+00:00,Dubai,181.0,22.4,4.3,72.0,16.9,31.1,42.741676
245,2023-01-11 05:00:00+00:00,Dubai,186.0,21.4,4.35,73.0,15.9,29.6,41.216675
246,2023-01-11 06:00:00+00:00,Dubai,190.0,19.45,4.45,77.0,16.0,29.6,39.745834
247,2023-01-11 07:00:00+00:00,Dubai,189.0,17.9,4.5,81.0,16.5,30.2,38.850002
248,2023-01-11 08:00:00+00:00,Dubai,185.0,16.05,4.55,85.0,17.2,31.3,38.175
249,2023-01-11 09:00:00+00:00,Dubai,180.0,14.4,4.5,89.0,18.1,32.6,37.833332
250,2023-01-11 10:00:00+00:00,Dubai,176.0,13.9,4.3,90.0,17.8,32.1,37.804165
251,2023-01-11 11:00:00+00:00,Dubai,172.0,13.9,4.05,89.0,16.6,30.6,37.8
252,2023-01-11 12:00:00+00:00,Dubai,173.0,16.05,3.65,80.0,17.5,32.1,37.774998
253,2023-01-11 13:00:00+00:00,Dubai,180.0,21.8,3.8,74.0,17.2,31.7,37.27083
254,2023-01-11 14:00:00+00:00,Dubai,190.0,29.95,3.95,66.0,16.8,31.1,36.616657
255,2023-01-11 15:00:00+00:00,Dubai,216.0,37.7,4.6,58.0,16.9,31.3,35.94999
256,2023-01-11 16:00:00+00:00,Dubai,254.0,38.15,5.55,58.0,17.4,32.0,35.458324
257,2023-01-11 17:00:00+00:00,Dubai,303.0,35.95,6.75,62.0,18.3,33.3,35.199997
258,2023-01-11 18:00:00+00:00,Dubai,357.0,32.45,8.35,66.0,19.7,35.3,35.03333
259,2023-01-11 19:00:00+00:00,Dubai,381.0,30.3,9.4,68.0,20.9,36.9,34.924995
260,2023-01-11 20:00:00+00:00,Dubai,397.0,27.9,10.45,70.0,21.5,37.6,34.93333
261,2023-01-11 21:00:00+00:00,Dubai,406.0,25.7,11.7,72.0,21.8,37.5,35.133335
262,2023-01-11 22:00:00+00:00,Dubai,396.0,23.9,12.1,74.0,21.8,37.1,35.50833
263,2023-01-11 23:00:00+00:00,Dubai,376.0,22.5,12.35,75.0,21.4,36.4,35.94166
